,average_remote_working_days,average_working_days,percent_remote_worker,fuel_price,gdp,share_service_sector_gdp,total_vehicles,world_trade_volume,consumer_energy_price,road_load_factor_index,train_ticket_price,commuting_jobs_share,total_jobs,total_population,IC ratio
scenario_033,1.8402249474454193,1.1851814005757366,1.074955837618126,0.7402760562363077,1.389395441094582,1.0150855176126294,1.0566528063606466,1.7090353398093237,2.1198221087955282,1.3870407465844377,0.9646844863158771,0.7781072877855086,1.0152830263510562,1.0822227853935913,1.3628485175081542
scenario_034,2.740346788175133,1.0009789285066288,0.8836318797653347,0.7909727587618282,1.311140714610566,1.01691691426882,1.1170425495649794,1.708300808867561,2.730227662984864,0.6480357391083861,0.9882999177547271,0.9409729117615606,0.9684715922659517,1.071579071238941,2.3789202574943324
scenario_035,0.46109444429696395,1.1712407298476382,1.250435136004303,0.9741889861882542,1.1170144024068867,1.003706834456999,0.9618040926701407,1.5820538000533917,2.284383474041945,1.4930370801158985,0.9658988928281934,0.7849250207801716,1.021919347945236,1.0574657232378895,1.171709046970511
scenario_036,1.2318603910140986,0.966475501141598,1.236226595618041,1.4179178093471267,1.2385565600113269,1.00679961300008,1.020363570067428,1.844614890858821,1.7775559266732628,1.1232280272586797,1.0307346092833667,1.0296686424693033,1.0182021254425973,1.0962481176261105,1.867347251277729
scenario_037,2.899283053492651,0.9778356794897921,0.6319222508785715,0.7757731879962658,1.3701537168370113,1.0123256017755289,0.9702891108212878,1.5542208499862928,0.6160910086963203,0.7906117279867727,1.040093333859794,0.688999691869179,1.0368781102532367,1.0834668825556302,2.3078738398304224
scenario_038,1.0871528890928608,1.2180636645700338,0.945793998710104,0.720743475597416,1.3512444367352783,1.008004912300948,1.0923155208101372,1.419448536337148,0.9774407458468026,0.8146246418640877,0.9970690270374889,0.9803525816085145,0.9889740345098519,1.074253723999631,2.289528338407948
scenario_039,2.2736511736183593,1.2048288984132058,0.652776624885286,1.1067163268575606,1.1727768293347922,1.0102916362145802,1.0459420859803479,1.527252082046602,1.5449723612321846,1.291769568749036,1.0251631644028405,1.1281736930382045,1.0046574754125392,1.073536350553693,1.5648635167400162
scenario_040,2.859270443074686,1.0503052362187246,1.308021222815803,0.8845069334075717,1.2759098776853892,1.0091093196975842,1.0191577492719697,1.6516573597038298,3.331755858717922,1.223142599253241,1.0124591642182093,0.9985775919050035,1.022795730712697,1.0571369980477887,1.349345222141265
scenario_041,1.0749233509619691,1.1721327791579343,0.5903614015708135,0.9486797428851547,1.3192035973372114,1.0002476592706206,1.109174594076955,1.7826813155963215,0.9020210199708237,1.4655436460202962,0.9931692263144869,0.7245639136142111,1.0143285066236851,1.0777380061185415,1.3678214779139166
scenario_042,1.328496875891514,1.0269693051774982,0.9374096708404182,1.7637522463468172,1.3700079125271196,1.013062391817005,1.1107494635626634,1.4856629075994674,2.109819160540073,0.9575399773361608,0.9933222065236662,0.6482624837508435,0.9650070204999596,1.0795903311475215,2.082647633621615
scenario_043,0.31365150121726254,0.9826896608117708,0.920983746510926,1.3985049858153862,1.267910057410044,1.0168511129804219,1.0548417655597104,1.3706716195896056,2.1916857607238818,1.04565856654392,1.0253909460805921,0.7339906946943955,1.0106890248178688,1.0654169591779348,1.8357050999763345
scenario_044,2.4709204992781992,0.9426728959317543,0.42943395138122964,1.2649815897522048,1.113939185466391,1.0066794985402456,1.1503857398166166,1.5070597642005747,1.0130673332689033,1.8503765432147912,1.0271332312625507,0.8348402135423642,1.0206920413882952,1.0758421735765253,1.249783844840877
scenario_045,2.0982391453987193,1.113156722436103,0.5783977769954337,0.9233032066996646,0.9964432473286782,1.0121726823522343,1.1310875445755026,1.636581709806264,0.7464890035752264,1.4921299206727554,0.9812058953895793,1.149580860990377,1.01841876357499,1.0735895202908798,1.2914002387419208
scenario_046,1.0407725075137613,0.9161760889401739,1.139044786354239,1.7317393660534648,1.252760106493611,1.0133418247447168,1.1729659587555616,1.441483719384735,1.867938167513335,1.8000423944565325,1.0470394711051672,1.002743864410446,1.0158726762895862,1.0772361996011226,1.2335123854937893
scenario_047,1.1083105041307275,1.0295894817463858,0.7075619586273297,1.451557622997573,1.012514463553013,1.010037161207242,0.9964971075039845,1.6837632214202645,0.7923034073182558,1.220657304895959,0.9586695467616936,0.9155577726313061,0.9875906893830702,1.0708724050589042,1.4313459410238103
scenario_048,0.9231895289224247,0.9865871578499754,0.8635699353919035,0.7728764296664917,1.3710117978224694,1.0089785340650694,1.064074997394173,1.5614259668520734,1.1031724169996204,1.4521547522288536,1.0471808033774785,0.9269637664861058,1.0162910653885366,1.0848613252379604,1.5789507443085686
scenario_049,2.393834430261363,1.1962217811679479,0.9915091298631226,1.6959674055561584,1.1106780363538413,1.0019677688277377,1.0119285939959939,1.6875883609379623,2.3557534343703,1.0491884329697743,0.946415507933523,0.8280165177189707,1.014991313004466,1.073397116326837,1.866193165919506
scenario_050,2.389257662580101,0.899020293794416,0.8743088982032008,0.8472759591181306,1.083824428258095,1.007266071708241,1.0949015592585047,1.625852721248534,3.282389318174809,1.3795586703314502,1.0612346908710737,0.6652505000352256,1.0037022991344193,1.0527613311156048,1.158284564290758
scenario_051,1.2621957456459019,1.0866432189672757,0.5259471671281538,0.652794476023349,1.2046376866684434,1.0045716780599225,1.1757535198952824,1.5161063060509619,2.9114380015194516,1.3193611121625008,1.0219500874103216,0.9238962835330873,0.9867140808318265,1.0553883752247604,1.4431795344662384
scenario_052,0.6774874940447052,1.152394090338259,0.7722336285581243,1.0570830436801733,1.408298124425395,1.0078748773868575,1.1042937784162807,1.6318552560999282,2.1174194749510415,1.1474807323355194,0.9860128315794185,0.6119302595266229,1.0170211590705902,1.0926465585911551,1.421467631604468
scenario_053,0.8422443258905633,1.1806957079872193,0.5325647210135638,0.8081710309971606,1.0187781406444796,1.0097454458447777,0.9863959991494295,1.8607377357658603,1.9478245460118742,0.9960135920694692,0.9685213062959952,1.1555095015594459,1.0308340645578395,1.08479355538371,1.739122674692731
scenario_054,1.8539615551974877,1.1933607112592117,0.913520405431083,1.0626637054674366,1.128081051043601,1.0081230337973544,1.1175522883593048,1.696126805847086,1.6699493166604382,1.304991074598059,1.0209655332834846,1.2383018951227183,0.9734661868490808,1.048133857112264,1.282728207562355
scenario_055,2.053116338852024,1.122894838781074,1.079844249720395,1.108373295602107,1.2610099111687239,1.0043740789884796,0.9550250029512138,1.5918526788561407,2.0111269296439884,1.0181783342262714,1.0246831419131555,1.1067117338674213,1.0257409092349719,1.092088757703291,1.6659975312017774
scenario_056,0.4937542289582065,0.9952053116579541,1.1202545272294129,1.2712061652833138,1.3190321221145453,1.0092007230521063,1.0381279073588572,1.7021629604140263,1.7275111264486303,1.2076123479117742,1.0395342281203683,0.8684192250976206,0.9837449444173052,1.068321466278671,1.3872608587496644
scenario_057,1.4450748493310492,0.9318566515323644,1.102751011806973,0.8573797967676023,1.151418143126049,1.0154187634997165,1.122834904921021,1.5190845373811248,1.3835921519072596,1.0088880519545758,0.9760883577723627,0.9762331862485236,0.9885928177066323,1.080787861206753,1.9423688944252555
scenario_058,2.661196044877518,1.0907111472181747,0.4976398955602063,0.6873461347958502,1.3435475825275123,1.002921689747767,0.9561384264910444,1.6877041668999513,1.9907474729918633,0.8951578569996971,0.9855426786692606,0.6804381505717904,0.9941292800643341,1.0833679253102966,2.2549336106631577
scenario_059,2.1119096344508974,1.2396106948961236,0.8234427057547551,0.7081815640389779,1.2855637602731693,1.012007498872284,1.0964861918204425,1.757013092525284,1.7032785928698,1.6769588148611074,1.0270297491598956,0.9111794390978567,1.0562852112483807,1.074869518619115,1.3202998876973449
scenario_060,2.1214138038974326,1.23302478955208,0.6872055927513018,0.9828489752870335,1.2804434363133923,1.01450224211412,1.0805644224958393,1.5051424696920073,1.8759032929709838,1.329205197419045,0.9842212281889363,1.061042840644063,1.030600898223125,1.0885266175968138,1.2935620327441142
